"ID","OpeBal","RediscBills","SlFacility","SdFacility","Repo","RevRepo","OmoSales","OmoRepay","PmSales","PmRepay","Crr","NetWdas","StatAlloc","JvCash","NetClr","NdicPrem","OMajor","RecDate"
"415","87564.25","0","15695","170134","0","0","0","0","0","0","0","0","0","0","0","0","0","11/30/2012",
"413","46428.2","0","15489","32000","0","0","111903.43","0","0","0","0","0","0","0","0","0","0","11/29/2012",
"414","46428.2","0","15489","32000","0","0","111903.43","171420.06","0","0","0","0","0","0","0","0","0","11/29/2012",
"412","96880.78","0","19400","113200","0","0","0","0","0","0","0","0","0","80284.47","0","0","0","11/28/2012",
"411","76215.53","0","7500","23221","0","0","112862.21","0","0","0","0","0","0","0","0","0","0","11/27/2012",
"410","76882.16","0","16309","99200","0","0","0","0","0","0","0","0","0","0","0","0","0","11/26/2012",
"409","103727.69","0","16566","158600","0","0","0","0","50000","0","0","0","0","0","0","0","0","11/23/2012",
"408","77470.76","0","12447","260700","0","0","0","0","0","0","0","0","0","0","0","0","0","11/21/2012",
"407","304179.41","0","47964","28300","0","0","0","0","0","0","0","0","288034.13","0","0","0","0","11/20/2012",
"406","8803.04","0","23275","34700","0","0","0","0","0","0","0","0","0","0","0","0","0","11/19/2012",
"405","63824.94","0","12964","137700","0","0","0","0","0","0","0","0","0","0","0","0","0","11/16/2012",
"404","91338.57","0","16142","28600","0","0","0","0","0","0","0","0","0","0","0","0","0","11/15/2012",
"403","70931.61","0","17448","69000","0","0","0","0","0","0","0","0","0","0","0","0","0","11/14/2012",
"402","76668.91","0","15337","53000","0","0","0","0","0","0","0","0","0","0","0","0","0","11/13/2012",
"401","76264.1","0","15366","64800","0","0","181617.46","0","0","0","0","0","0","0","0","0","0","11/12/2012",
"400","39342.33","0","18118","146100","0","0","0","92011.19","129843.7","129843.7","0","0","0","0","0","0","0","11/8/2012",
"399","97163.63","0","7357","96800","0","0","0","0","0","0","0","0","0","0","0","0","0","11/7/2012",
"398","96192.52","0","4212","98100","0","0","0","0","0","0","0","0","0","0","0","0","0","11/6/2012",
"397","68663.06","0","5298","120000","0","0","0","0","0","0","0","0","0","0","0","0","0","11/5/2012",
"396","84242.33","0","10432","94000","0","0","0","0","0","0","0","0","0","0","0","0","0","11/2/2012",
"395","87909.28","0","23793","78500","0","0","77114.34","0","0","0","0","0","0","0","0","0","0","11/1/2012",
"394","95336.24","0","24570","131000","0","0","0","0","0","0","0","0","0","0","0","0","0","10/31/2012",
"393","100253.39","0","17216","135700","0","0","0","0","0","0","0","0","0","0","0","0","0","10/30/2012",
"392","97707.06","0","12152","63600","0","0","0","30256","111274.8","111274.8","0","0","0","0","0","0","0","10/29/2012",
"391","124927.9","0","7454","62800","0","0","0","0","0","0","0","0","0","0","0","0","0","10/24/2012",
"390","119444.18","0","16680","33450","0","0","0","0","0","0","0","0","0","0","0","0","0","10/23/2012",
"389","128884.47","0","8905","67500","0","0","115624.02","0","0","0","0","0","0","0","0","0","0","10/22/2012",
"388","83238.77","0","8540","261300","0","0","158198.74","0","75000","0","0","0","0","0","0","0","0","10/19/2012",
"387","85699.8","0","0","380100","0","0","0","0","0","0","0","0","277409.98","0","0","0","0","10/18/2012",
"386","159163.87","0","25314","40600","0","0","0","0","0","0","0","0","0","0","0","0","0","10/17/2012",
"385","62831.82","0","23883","22700","0","0","0","0","0","0","0","0","0","0","0","0","0","10/16/2012",
"384","51889.69","0","15485","61950","0","0","0","0","0","0","0","0","0","0","0","0","0","10/15/2012",
"383","67331.57","0","10930","73000","0","0","93153.37","0","0","0","0","0","0","0","0","0","0","10/12/2012",
"382","88816.6","0","13237","47850","0","0","0","123656.98","0","0","0","0","0","0","0","0","0","10/11/2012",
"381","114184.28","0","16876","58400","0","0","0","0","0","0","0","0","0","0","0","0","0","10/10/2012",
"380","59523.75","0","15445","82150","0","0","91310","0","0","0","0","0","0","0","0","0","0","10/9/2012",
"379","96204.87","0","20197","146000","0","0","136052.69","0","0","0","0","0","0","0","0","0","0","10/8/2012",
"378","76423.8","0","20070","318800","0","0","131467.69","0","0","0","0","0","0","0","0","0","0","10/5/2012",
"377","58340.94","0","20729","58340.94","0","0","0","266892.15","0","0","0","0","0","0","0","0","0","10/4/2012",
"376","124576.68","0","18324","143300","0","0","79983.6","0","0","0","0","0","0","0","0","0","0","10/3/2012",
"375","69620.69","0","21368","259800","0","0","56823.61","0","0","0","0","0","0","0","0","0","0","10/2/2012",
"374","71508.99","0","4108","259150","0","0","33494.33","0","0","0","0","0","0","0","0","0","0","9/28/2012",
"373","69695.56","0","8270","186000","0","0","0","93331.62","104702.9","96366.32","0","0","0","0","0","0","0","9/27/2012",
"372","55530.48","0","10089","243650","0","0","14500","0","0","0","0","0","0","0","0","0","0","9/26/2012",
"371","66855.88","0","13873","241550","0","0","0","0","0","0","0","0","0","0","0","0","0","9/25/2012",
"370","119897.66","0","16517","198400","0","0","0","0","0","0","0","0","0","0","0","0","0","9/24/2012",
"369","126066.1","0","16428","207850","0","0","0","0","60000","0","0","0","294220.02","0","0","0","0","9/21/2012",
"368","66058.83","0","150967","1200","0","0","0","55058.03","101220.75","101220.75","0","0","0","0","0","0","0","9/20/2012",
"367","53966.61","0","138642","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","9/19/2012",
"366","3977.99","0","100620","2950","0","30393","0","0","0","0","0","0","0","0","0","0","0","9/18/2012",
"365","56302.33","0","105733","1000","30393","0","0","0","0","0","0","0","0","0","0","0","0","9/17/2012",
"364","82870.74","0","134563","9300","0","0","0","0","0","0","0","0","0","0","0","0","0","9/14/2012",
"363","73689.64","0","110149","3650","0","0","0","5302.2","0","0","-9489.47","0","0","0","0","0","0","9/13/2012",
"362","59025.41","0","65068","36000","0","0","0","0","0","0","0","0","0","0","0","0","0","9/12/2012",
"361","53730.98","0","41960","12500","0","0","0","0","0","0","0","0","0","0","0","0","0","9/11/2012",
"360","49039.94","0","11798","7700","0","0","70079.15","0","0","0","0","0","0","0","0","0","0","9/10/2012",
"359","64825.87","0","277","96200","0","0","67294.88","0","0","0","0","0","0","0","0","0","0","9/7/2012",
"358","106366.58","0","9502","114050","0","0","0","30140","142970.71","142970.71","0","0","0","0","0","0","0","9/6/2012",
"357","67006.58","0","12225","104150","0","0","33996.3","0","0","0","0","0","0","0","0","0","0","9/5/2012",
"356","60275.88","0","7458","143250","0","0","42227.06","0","0","0","0","0","0","0","0","0","0","9/4/2012",
"355","60711.31","0","9889","196850","0","0","4500","0","0","0","0","0","0","0","0","0","0","9/3/2012",
"354","82952.43","0","17767","162100","0","0","0","0","0","46000","0","0","0","0","0","0","0","8/31/2012",
"353","87267.35","0","18680","109700","0","0","0","0","0","0","0","0","0","0","0","0","0","8/30/2012",
"352","89713.42","0","13088","45800","0","0","0","0","0","0","0","0","0","0","0","0","0","8/29/2012",
"351","92362.43","0","44243","53450","0","0","0","0","0","0","0","0","0","0","0","0","0","8/28/2012",
"350","106626.09","0","17367","114300","0","112900","0","0","0","0","0","0","0","0","0","0","0","8/27/2012",
"349","107920.73","0","15924","145300","0","31467","0","0","0","0","0","0","0","0","0","0","0","8/24/2012",
"348","103674.35","0","45647","60600","0","21800","0","0","50647.81","50647.81","0","0","0","0","0","0","0","8/23/2012",
"347","152699.31","0","59231","39950","0","46850","0","0","0","0","0","0","0","0","0","0","0","8/22/2012",
"346","64949.94","0","203382","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8/17/2012",
"345","24281.09","0","222069","300","0","0","0","0","0","0","0","0","0","0","0","0","0","8/16/2012",
"344","45192.3","0","214037","0","68650","0","0","0","0","0","0","0","0","0","0","0","0","8/15/2012",
"343","52798.25","0","207890","0","112900","69300","0","0","0","0","0","0","0","0","0","0","0","8/14/2012",
"342","37412.23","0","197183","0","0","59000","0","0","0","0","0","0","0","0","0","0","0","8/13/2012",
"341","66371.86","0","144232","0","49000","0","0","0","0","0","0","0","0","0","0","0","0","8/10/2012",
"340","3327.05","43700","176566","0","0","0","0","81540","172057.31","142057.31","0","0","0","0","0","0","0","8/9/2012",
"339","54492.79","15750","153023","150","69300","100000","0","0","0","0","0","0","0","0","0","0","0","8/8/2012",
"338","37399.91","10000","149282","0","10000","40","0","0","0","0","0","0","0","0","0","0","0","8/7/2012",
"337","91973.26","0","101192","9850","112500","0","0","0","0","0","0","0","0","0","0","0","0","8/6/2012",
"336","90649.27","0","111615","40600","0","12100","0","0","0","0","0","0","0","0","0","0","0","8/3/2012",
"335","89474.85","0","113275","1600","124600","21000","0","69745.87","0","0","0","0","0","0","0","0","0","8/2/2012",
"334","92481.68","0","161706","12000","40000","78000","0","0","0","0","0","0","0","0","0","0","0","8/1/2012",
"333","66137.87","0","181089","6000","0","0","0","0","0","0","0","0","0","0","0","0","0","7/31/2012",
"332","87228.86","0","28199","96950","0","280600","5302.3","0","0","0","0","0","0","0","0","0","0","7/30/2012",
"331","110354.17","0","16898","98350","25000","0","0","0","0","0","0","0","0","0","0","0","0","7/27/2012",
"330","279239.55","0","256636","0","441067","0","0","72435.68","154888.9","144888.9","0","0","266076.73","0","0","0","0","7/26/2012",
"329","70136.96","0","294614","0","45000","60000","0","0","0","0","0","0","0","0","0","0","0","7/25/2012",
"327","71214.96","0","266087","0","0","95097","0","0","0","0","0","0","0","0","0","0","0","7/24/2012",
"328","71214.96","0","266087","0","0","95097","0","0","0","0","0","0","0","0","0","0","0","7/24/2012",
"326","36064.6","0","93687","0","95097","125716","0","0","0","0","0","0","0","0","0","0","0","7/23/2012",
"325","55955.81","0","93387","2100","84770","0","0","94988","0","0","0","0","0","0","0","0","0","7/19/2012",
"324","55829.52","0","146498","2200","0","0","0","0","0","0","0","0","0","0","0","0","0","7/18/2012",
"323","79720.85","0","78361","7700","10000","85814","0","0","0","0","0","0","0","0","0","0","40716.71","7/16/2012",
"322","85050.19","0","85865","15450","0","20549","0","0","0","0","-11481.55","0","0","0","0","0","0","7/13/2012",
"321","61049.3","0","188159","4000","104000","0","0","150479.96","95562.46","95562.46","0","0","0","0","0","0","0","7/12/2012",
"320","57641.24","0","223010","0","37848","49000","0","0","0","0","0","0","0","0","0","0","0","7/11/2012",
"319","73975.08","0","221022","14500","37363","65080","0","0","0","0","0","0","0","0","0","0","0","7/10/2012",
"318","46484.81","0","105362","300","11000","0","0","0","0","0","0","0","0","0","0","0","0","7/9/2012",
"317","61404.43","0","76545","2400","64270","0","0","0","0","0","0","0","0","0","0","0","0","7/6/2012",
"316","82438.33","0","134626","19000","70000","0","0","23442.84","0","0","0","0","0","0","0","0","0","7/5/2012",
"315","103513.89","0","210208","8300","76061","8200","0","0","0","0","0","0","0","0","0","0","0","7/4/2012",
"314","80.88","0","224.72","5.5","30","0","0","0","0","0","0","0","0","0","0","0","0","7/2/2012",
"313","66664.44","0","134177","13000","96546","0","0","88886.95","134567.73","114567.73","0","0","0","0","0","0","0","6/28/2012",
"312","325117.2","0","388187","28100","0","60500","0","0","0","0","0","0","312280.85","0","0","0","0","6/27/2012",
"311","93845.7","0","305260","5000","0","67544","0","0","0","0","0","0","0","0","0","0","0","6/26/2012",
"310","70909.97","0","169481","22000","44044","139862","0","0","0","0","0","0","0","0","0","0","0","6/25/2012",
"309","52137.42","0","132615","4100","0","13125","0","0","0","0","0","0","0","0","0","0","0","6/22/2012",
"308","94314.56","0","192790","1100","223862","28035","0","105567.83","100624.9","83219.61","0","0","0","0","0","0","0","6/21/2012",
"307","58766.56","0","257497","5800","0","40500","0","0","0","0","0","0","0","0","0","0","0","6/20/2012",
"306","72569.84","0","206368","6200","7125","46307","0","0","0","0","0","0","0","0","0","0","0","6/19/2012",
"305","84569.03","0","149501","21300","77535","58975","0","0","0","0","0","0","0","0","0","0","0","6/18/2012",
"304","47101.53","0","117996","250","99475","0","0","0","0","0","0","0","0","0","0","0","0","6/14/2012",
"303","63948.33","0","150899","4250","0","29975","0","0","0","0","0","0","0","0","0","0","0","6/12/2012",
"302","61770.43","0","100564","5850","18500","35000","0","0","0","0","0","0","0","0","0","0","0","6/11/2012",
"301","68683.32","0","69883","12150","0","0","0","0","0","0","0","0","0","0","0","0","0","6/8/2012",
"300","61523.85","0","106708","20450","46475","0","0","24463","137970.71","137970.71","0","0","0","0","0","0","0","6/7/2012",
"299","75063","0","100665","18200","0","0","0","0","0","0","0","0","0","0","0","0","0","6/6/2012",
"298","45276.59","0","70239","39000","0","12000","0","0","0","0","0","0","0","0","0","0","0","6/5/2012",
"297","80455.79","0","66333","12000","0","0","14116","0","0","0","0","0","0","0","0","0","0","6/4/2012",
"296","154144.33","0","22076","47000","0","0","0","0","0","0","0","0","0","0","0","0","0","4/11/2012",
"295","149569.44","0","67249","20550","0","35000","0","0","0","0","0","0","0","0","0","0","0","4/10/2012",
"294","51766.11","0","124501","15250","0","0","0","0","0","0","0","0","0","0","0","0","0","4/4/2012",
"293","83068.22","0","128532","7300","0","0","0","0","0","0","0","0","0","0","0","0","0","4/3/2012",
"292","148768.05","0","135703.79","10150","15105","34485.17","0","0","0","0","0","0","0","0","0","0","0","4/2/2012",
"291","86862.9","0","101508.03","22550","0","0","0","0","100000","0","0","0","0","0","0","0","0","3/30/2012",
"290","70039.48","0","90777.13","10300","0","0","0","0","0","0","0","0","0","0","0","0","0","3/28/2012",
"289","98062.81","0","86405.85","5850","0","0","74922.42","0","0","0","0","0","0","0","0","0","0","3/27/2012",
"288","96656.65","0","29522.46","7600","0","21818.18","134648.6","0","0","0","0","0","0","0","0","0","0","3/26/2012",
"287","156577.01","0","0","37500","0","0","122526.42","0","0","0","0","0","0","0","0","0","0","3/23/2012",
"286","322179.65","0","124521.46","7900","21818.18","745.06","0","29987","101220.75","86838.91","0","0","248747.16","0","0","0","0","3/22/2012",
"285","82378.9","0","189373.04","3800","0","0","0","0","0","0","0","0","0","0","0","0","0","3/21/2012",
"284","100191.41","0","114071.48","3750","0","103190","0","0","0","0","0","0","0","0","0","0","0","3/20/2012",
"283","65031.91","0","97623.42","4000","137675.17","0","0","0","0","0","0","0","0","0","0","0","0","3/19/2012",
"282","72781.45","0","189638.06","12700","0","0","0","0","0","0","0","0","0","0","0","0","13140","3/16/2012",
"281","72210.67","0","86467.18","3600","7000","50000","0","0","0","0","0","0","0","0","0","0","0","3/15/2012",
"280","83203.06","0","63656.62","4350","0","0","0","0","0","0","0","0","0","45307.7","0","0","0","3/14/2012",
"279","84581.3","0","75403.14","23500","0","0","0","0","0","0","0","0","0","0","0","0","0","3/13/2012",
"278","70130.86","0","34629.47","3500","0","0","0","0","0","0","0","0","0","0","0","0","0","3/12/2012",
"277","77138.91","0","20621.81","10800","0","0","37849","0","0","0","0","0","0","0","0","0","0","3/9/2012",
"276","108810.33","0","17299.57","27900","0","0","0","14760.85","150090.08","130090.08","0","0","0","0","0","0","0","3/8/2012",
"275","175615.92","0","94311.4","14050","0","0","0","0","0","0","0","0","102000","0","0","0","0","3/7/2012",
"274","53159.9","0","83108.11","30800","0","9000","0","0","0","0","0","0","0","0","0","0","43380.4","3/6/2012",
"273","66469.64","0","49412.44","3500","9000","0","55642.82","0","0","0","0","0","0","0","0","0","0","3/5/2012",
"272","77317.8","0","0","68100","0","2132.27","66001.18","0","111000","0","0","0","0","0","0","0","0","3/2/2012",
"271","98152.51","0","0","107400","0","0","32669.5","0","0","0","0","0","0","0","0","0","0","3/1/2012",
"270","88446.48","0","0","117700","0","0","54723.74","0","0","0","0","0","0","0","0","0","0","2/29/2012",
"269","113440.94","0","0","110880","0","0","14231.3","0","0","0","0","0","0","0","0","0","0","2/28/2012",
"268","265877.14","0","95153.64","30650","0","0","0","0","0","0","0","0","222920.89","0","0","0","0","2/27/2012",
"267","74419.34","0","108166.28","24100","745.06","12000","0","0","0","0","0","0","222920.89","0","0","0","0","2/24/2012",
"266","54092.08","0","101353.68","2600","0","745.67","0","20011.42","149647.81","129647.81","0","0","0","0","0","0","0","2/23/2012",
"265","93571.28","0","106240.76","11200","0","0","0","0","0","0","0","0","0","0","0","0","0","2/22/2012",
"264","69871.74","0","104562.95","14750","0","0","0","0","0","0","0","0","0","0","0","0","0","2/21/2012",
"263","104024.08","0","82957.22","13400","12000","30000","0","0","0","0","0","0","0","0","0","0","0","2/20/2012",
"262","62358.84","0","15178.65","28950","0","0","0","0","0","0","0","0","0","0","0","0","0","2/17/2012",
"261","127978.91","0","46624.22","15200","30000","0","0","0","0","0","0","0","0","0","0","0","0","2/16/2012",
"260","77706.38","0","46587.32","20000","50000","60000","0","0","0","0","0","0","0","83091.2","0","0","0","2/15/2012",
"259","95380.41","0","89456.38","54200","0","0","0","0","0","0","0","0","0","0","0","0","0","2/14/2012",
"258","63434.21","0","47297.38","0","60000","0","0","0","0","0","0","0","0","0","0","0","0","2/13/2012",
"257","87324.47","0","79072.1","14150","0","0","0","0","0","0","0","0","0","0","0","0","0","2/10/2012",
"256","94837.1","0","25990.91","13700","0","0","0","0","0","0","0","0","0","0","0","0","0","1/20/2012",
"255","118949.9","0","46842.68","13000","29000","0","0","0","0","0","0","0","0","0","0","0","0","1/19/2012",
"254","96020.44","0","32000","9950","0","3500","0","0","0","0","0","0","0","0","0","0","0","1/18/2012",
"253","77404.6","0","950","58200","424.91","30000","0","0","0","0","0","0","0","0","0","0","0","1/17/2012",
"252","156164.82","0","1500","9000","0","26000","0","0","0","0","0","0","0","0","0","0","0","1/10/2012",
"251","169304.16","0","14000","135300","0","2132","81135.17","0","0","0","0","0","0","0","0","0","0","1/6/2012",
"250","188363.64","0","0","206300","0","15429","11919.76","0","0","0","0","0","0","0","0","0","0","1/5/2012",
"249","199449.81","0","0","182550","0","0","0","0","0","0","0","0","0","0","0","0","0","1/4/2012",
"248","227801.26","0","0","131650","0","6600","0","0","0","0","0","0","0","0","0","0","0","1/3/2012",
"247","179644.48","0","5767.65","70250","6600","0","50136.95","0","0","0","0","0","0","0","0","0","0","12/30/2011",
"246","191829.66","0","23065.54","64400","0","0","0","19502.5","64567.73","69456.63","0","0","0","0","0","0","79680","12/29/2011",
"245","254127.91","0","92380.46","31100","5000","23870","40745.3","0","0","0","0","0","0","0","0","0","0","12/28/2011",
"244","97558.57","0","24603.77","42850","0","0","95618.84","0","0","0","0","0","0","0","0","0","0","12/23/2011",
"243","225742.09","0","38786.96","39600","0","40500","0","10220","0","123219.61","0","0","0","0","0","0","68489.05","12/22/2011",
"242","166299","0","68810.03","44500","11700","0","63132.03","0","0","0","0","0","0","0","0","0","0","12/21/2011",
"241","100546.7","0","128792.82","6000","33500","0","0","0","0","0","0","0","0","0","0","0","0","12/19/2011",
"240","126099.67","0","88068.77","20800","40500","0","0","0","64100","0","0","0","0","0","0","0","0","12/16/2011",
"239","116779.37","0","108515.24","28200","0","70190","0","58848.73","0","0","0","0","0","0","0","0","0","12/15/2011",
"238","116775.15","0","95336.62","22500","9500","11000","56538.31","0","0","0","0","0","0","0","0","0","0","12/14/2011",
"237","397717.25","0","257092.62","3000","0","32700","0","0","0","0","0","0","289330","0","0","47510","0","12/13/2011",
"236","68240.88","0","142995.81","3000","40129","48000","0","0","0","0","0","0","0","0","0","0","0","12/12/2011",
"235","75377.2","0","104194.09","6000","58132.27","73000","0","4504","125090.08","125090.08","0","0","0","0","0","0","0","12/8/2011",
"234","86666.91","0","132118.19","8000","8000","0","0","0","0","0","0","31614","0","0","0","0","0","12/7/2011",
"233","86040.98","0","56929.77","15500","0","65000","33646.19","0","0","0","0","0","0","0","0","0","0","12/6/2011",
"232","297677.79","0","156361.42","6000","65000","15685.48","0","0","0","0","0","0","265651.83","0","0","0","70029.71","12/5/2011",
"231","122921.07","0","265018.94","5000","73000","735.5","55603.64","0","0","0","0","0","0","0","0","0","0","12/2/2011",
"230","255298.6","0","116690","9500","54666.19","24000","0","0","0","0","0","0","0","0","0","0","0","11/25/2011",
"229","128570.8","0","140756.29","35500","0","45000","0","26791.36","110868.11","100868.11","0","0","0","0","0","0","0","11/24/2011",
"228","168772.29","0","125937.32","8000","3870","0","0","0","0","0","0","39190","0","0","0","0","0","11/23/2011",
"227","157116.33","0","110724.68","6500","4000","8000","0","0","0","0","0","0","0","0","0","0","0","11/21/2011",
"226","171407.32","0","144644.88","3000","9000","0","0","0","65000","0","0","0","0","0","0","0","0","11/17/2011",
"225","116183.14","0","67775.99","14500","0","0","52470.8","0","0","0","0","0","0","0","0","0","0","11/16/2011",
"224","180323.06","0","2200","16470","15429","0","0","0","0","0","0","0","0","0","0","0","0","11/14/2011",
"223","170513.3","0","8000","51800","0","30941","0","0","0","0","0","0","0","0","0","0","0","11/11/2011",
"222","137264.28","0","22195.35","101300","0","0","4611.5","3000","132062.76","127062.76","0","0","0","0","0","0","0","11/10/2011",
"221","399159.38","0","143324.99","42000","0","22765.1","3000","0","0","0","0","0","0","0","0","0","0","11/9/2011",
"220","120165.67","0","128638.44","22900","0","22000","0","0","0","0","0","0","337793.27","0","0","0","0","11/4/2011",
"219","143435.91","0","198216.44","27200","23500","0","0","37207.77","0","0","0","0","0","0","0","0","0","11/3/2011",
"218","103383.08","0","158208.94","33000","0","5580","0","0","0","0","0","0","0","0","0","0","0","11/2/2011",
"217","125762.45","0","118294.7","30000","0","43085","0","0","0","0","0","0","0","0","0","0","103740","11/1/2011",
"216","102768.92","0","91212.98","30500","70665","34657","0","0","0","0","0","0","0","0","0","0","0","10/31/2011",
"215","154083.9","0","70968.45","62000","12000","142000","0","18500","108116.32","93116.32","0","0","0","0","0","0","0","10/27/2011",
"214","104061.37","0","33088.39","68500","0","79000","0","0","0","0","0","0","0","0","0","0","0","10/26/2011",
"213","113066.62","0","39241.14","24500","0","8601","0","70000","0","0","0","0","0","0","0","0","0","10/25/2011",
"212","155985.06","0","39470.61","48000","8601","33000","0","0","0","0","0","0","0","0","0","0","0","10/24/2011",
"211","213440.78","0","239358.69","65000","6000","63831","0","0","0","0","0","0","0","0","0","0","0","10/18/2011",
"210","1318020.81","0","915888.92","0","91663.41","0","0","0","0","0","0","0","0","0","0","0","0","10/14/2011",
"209","92843.69","0","943016.8","0","174729","0","0","18750","201834.97","113896","0","0","0","0","0","0","0","10/13/2011",
"208","770125.04","0","955275.4","0","57581","0","0","0","0","0","0","0","0","0","0","0","0","10/12/2011",
"207","418682.75","0","584895.12","0","0","50000","0","0","0","0","0","0","0","0","0","0","0","10/11/2011",
"206","468234.52","0","513754.84","0","13128.24","0","32913.24","0","0","0","0","0","0","0","0","0","0","10/10/2011",
"205","454278.05","0","476663.66","0","25000","0","0","0","0","0","0","0","0","0","0","0","0","10/7/2011",
"204","423012.71","0","450014.91","0","0","25000","0","0","0","0","0","0","0","0","0","0","0","10/6/2011",
"203","493144.47","0","459067.73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10/5/2011",
"202","544234.61","0","409631","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10/4/2011",
"201","615301.65","0","377150.84","0","142000","0","93397.58","21000","0","28592.37","0","0","0","0","0","0","0","9/30/2011",
"200","591990.78","0","453675.7","0","0","0","20328.33","0","0","0","0","0","0","0","0","0","0","9/28/2011",
"199","560191.15","0","395700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9/27/2011",
"198","776476.55","0","664592.93","0","0","0","0","0","0","0","0","0","331495.77","0","0","0","0","9/26/2011",
"197","328826.39","0","554662.88","0","25000","0","0","0","0","0","0","0","0","0","0","0","0","9/23/2011",
"196","320805.1","0","0","0","0","20000","0","37066.2","86839.91","77489.76","0","0","0","0","0","0","0","9/22/2011",
"195","325893.7","0","534640.34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9/21/2011",
"194","287791.38","0","495631.45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9/20/2011",
"193","295710.09","0","461834.81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9/19/2011",
"192","430.298","0","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8/24/2011",
"191","506.48","0","155","0","0","0","49.6","0","0","0","0","0","0","0","0","0","0","8/22/2011",
"190","618.47","0","160","0","150","0","0","0","0","0","0","0","0","0","0","0","0","8/19/2011",
"189","638.51","0","196.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8/18/2011",
"188","363.42","0","118","0","0","0","82.98","0","0","0","0","0","0","0","0","0","0","8/17/2011",
"187","400.63","0","148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8/16/2011",
"186","472.26","0","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8/15/2011",
"185","427.9","0","232","0","150","0","0","0","0","0","0","0","0","0","0","0","0","8/12/2011",
"184","403125.87","0","248000","0","0","0","0","34929.72","139276","119276","0","0","0","0","0","0","0","8/11/2011",
"183","317692.15","0","93700","0","0","81000","0","0","0","0","0","0","0","0","0","0","0","8/10/2011",
"182","374365.75","0","98000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8/9/2011",
"181","375551.34","0","50000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8/8/2011",
"180","353751.25","0","144000","0","50000","0","0","0","89740.14","89740.14","0","0","0","0","0","0","0","7/14/2011",
"179","406387.06","0","132158.91","0","0","50000","0","0","0","0","0","0","0","0","0","0","0","7/13/2011",
"178","527736.25","0","132000","0","81000","0","0","0","0","0","0","0","0","0","0","0","0","7/12/2011",
"177","485899.46","0","139000","0","0","81000","0","0","0","0","0","0","0","0","0","0","0","7/11/2011",
"176","491278.84","0","139000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7/8/2011",
"175","491982.27","0","126000","0","0","16500","0","0","0","0","0","0","0","0","0","0","0","7/7/2011",
"174","533853.99","0","166500","0","136000","0","0","0","0","0","0","0","0","0","0","0","0","7/6/2011",
"173","168467.78","0","246970.1","0","0","0","0","0","0","0","0","79272.56","0","0","0","0","0","5/18/2011",
"172","155732.27","0","210920.64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/17/2011",
"171","198258.02","0","237080.58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/16/2011",
"169","199762.36","0","219200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/13/2011",
"170","180315.53","0","185982.83","0","0","0","0","0","134276.37","114276.37","0","0","0","0","0","0","0","5/12/2011",
"168","244714.22","0","174000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/11/2011",
"167","243498.01","0","175000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/10/2011",
"166","375678.11","0","214560.44","0","113800","0","0","0","0","0","0","54096.11","0","0","0","0","0","5/6/2011",
"165","193538.06","0","151130.09","0","3000","0","0","8329.05","0","0","0","0","0","0","0","0","0","5/5/2011",
"164","187918.03","0","163170.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/4/2011",
"163","189103.18","0","125615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5/3/2011",
"162","197530.66","0","102502.68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4/29/2011",
"161","198594.44","0","129450.24","0","0","0","0","39500","76730.42","75436.58","0","0","0","0","0","0","0","4/28/2011",
"160","254018.54","0","136072.55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4/27/2011",
"159","297918.04","0","161932.66","0","0","0","0","0","0","0","0","49769.63","0","0","0","0","0","4/21/2011",
"158","237139.69","0","163374.63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4/20/2011",
"157","233273.24","0","166924.08","0","0","0","0","0","0","0","0","0","0","0","0","0","46496.95","4/19/2011",
"156","196330.51","0","148443.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4/18/2011",
"155","400260.66","0","278117.2","0","0","0","0","20000","138336.99","108336.99","0","0","229400.17","0","0","0","0","4/14/2011",
"154","261265.45","0","322121.06","0","0","0","-750","0","0","0","0","0","0","0","0","0","0","4/13/2011",
